Seconds,Country,Latitude,Longitude
35.0,4,37.6922222,-97.3372222
5.0,4,42.9633333,-85.6680556
60.0,4,42.5369444,-85.6416667
20.0,4,43.5391667,-89.4625
15.0,4,32.7447222,-116.9980556
8.0,4,47.2044444,-121.9902778
30.0,4,39.8366667,-105.0366667
20.0,4,45.0905556,-89.885
20.0,4,44.7791667,-93.3361111
5.0,4,44.7677778,-93.2775
10.0,4,44.0747222,-89.2877778
10.0,4,44.7272222,-75.3213889
15.0,4,42.4927778,-92.3427778
60.0,4,43.6275,-89.7708333
20.0,4,43.4055556,-88.705
40.0,4,38.4088889,-121.3705556
60.0,4,41.6563889,-76.8536111
45.0,4,38.9905556,-77.0263889
45.0,4,47.7177778,-122.2825
30.0,4,42.3366667,-76.7888889
5.0,4,40.3355556,-75.9272222
7.0,4,41.0263889,-73.6288889
5.0,4,39.6580556,-78.9286111
3.0,4,42.3805556,-76.8736111
5.0,4,41.8072222,-77.0777778
5.0,4,30.2669444,-97.7427778
1.0,4,40.1947222,-92.5830556
60.0,4,36.175,-115.1363889
30.0,4,37.7866667,-90.8491667
5.0,4,30.2669444,-97.7427778
5.0,4,40.4233333,-104.7086111
6.0,4,47.3075,-122.2272222
60.0,4,39.1141667,-94.6272222
60.0,4,37.4502778,-86.3905556
2.0,4,32.7833333,-96.8
30.0,4,34.0286111,-117.8094444
10.0,4,42.2797222,-88.2288889
25.0,4,41.1383333,-81.8638889
7.0,4,41.85,-87.65
30.0,4,41.85,-87.65
45.0,4,42.115,-85.3525
30.0,4,41.7180556,-92.9072222
45.0,4,43.0730556,-89.4011111
45.0,4,39.1697222,-91.8827778
30.0,4,39.2072222,-86.2511111
30.0,4,40.5141667,-88.9905556
30.0,4,38.5363889,-84.8419444
60.0,4,38.6272222,-90.1977778
20.0,4,39.8905556,-84.1988889
45.0,4,44.6338889,-91.8727778
8.0,4,41.4755556,-93.6786111
30.0,4,42.5775,-88.105
25.0,4,44.2619444,-88.4152778
30.0,4,44.7319444,-93.2175
10.0,4,41.7605556,-88.32
60.0,4,41.85,-87.65
20.0,4,36.1627778,-85.5016667
15.0,4,41.8088889,-88.0111111
15.0,4,41.5997222,-90.9105556
15.0,4,41.0086111,-91.9625
10.0,4,40.2433333,-88.6425
45.0,4,36.4275,-84.9319444
10.0,4,43.0388889,-87.9063889
15.0,4,42.2630556,-88.0038889
10.0,4,43.8844444,-91.235
45.0,4,42.7261111,-87.7827778
60.0,4,44.7822222,-88.6088889
10.0,4,38.6272222,-90.1977778
10.0,4,38.6272222,-90.1977778
30.0,4,38.8002778,-90.6263889
60.0,4,42.3147222,-88.4486111
15.0,4,41.3186111,-87.2002778
30.0,1,44.05,-79.45
60.0,4,38.6272222,-90.1977778
30.0,4,36.3883333,-86.4466667
30.0,4,39.5488889,-89.2944444
10.0,4,42.9633333,-85.6680556
30.0,4,40.7933333,-77.8602778
45.0,4,29.7630556,-95.3630556
30.0,4,38.4783333,-82.6380556
20.0,4,38.2541667,-85.7594444
30.0,4,41.3658333,-85.2388889
20.0,4,41.85,-87.65
30.0,4,39.3330556,-82.9825
11.0,4,39.1619444,-84.4569444
60.0,4,43.915,-87.7472222
60.0,4,42.8822222,-82.6625
30.0,4,42.3313889,-83.0458333
20.0,4,42.7369444,-84.4838889
30.0,4,42.9544444,-83.4033333
30.0,4,43.2880556,-77.7936111
7.0,4,38.2541667,-85.7594444
2.0,4,44.0991667,-87.7008333
10.0,4,41.7075,-86.895
10.0,4,39.515,-84.3983333
40.0,4,40.3933333,-82.4858333
20.0,4,41.3136111,-81.7247222
30.0,4,43.12,-85.56
12.0,4,42.5802778,-83.0302778
15.0,4,41.6638889,-83.5552778
30.0,4,42.7022222,-83.4027778
20.0,4,39.7588889,-84.1916667
20.0,4,39.0519444,-82.6366667
10.0,4,40.1261111,-82.9291667
10.0,4,43.2508333,-83.7941667
34.0,4,38.2775,-85.7372222
10.0,4,39.4352778,-84.2030556
8.0,4,38.2541667,-85.7594444
60.0,4,39.9241667,-83.8088889
30.0,4,39.0875,-81.9227778
30.0,4,40.3944444,-84.1727778
10.0,1,43.316667,-79.8
7.0,4,39.1619444,-84.4569444
25.0,4,41.4994444,-81.6955556
10.0,4,40.8852778,-73.9527778
60.0,4,39.8208333,-84.0194444
30.0,4,38.3725,-85.9863889
10.0,4,40.0333333,-83.1583333
30.0,4,42.6072222,-83.9294444
20.0,4,41.24,-81.4408333
7.0,4,39.7683333,-86.1580556
1.2,4,38.7358333,-85.38
30.0,4,41.2425,-82.6158333
15.0,4,39.4666667,-87.4138889
60.0,4,39.7686111,-76.68
12.0,4,42.3369444,-83.2733333
20.0,4,38.4177778,-82.5863889
10.0,4,42.12,-85.5327778
5.0,4,41.4994444,-81.6955556
15.0,4,40.9194444,-84.0569444
60.0,4,38.3241667,-85.4725
30.0,4,42.3313889,-83.0458333
45.0,4,42.3313889,-83.0458333
40.0,4,41.6216667,-83.7116667
10.0,4,39.7683333,-86.1580556
4.0,4,39.4577778,-76.3555556
10.0,4,38.2541667,-85.7594444
20.0,4,40.2141667,-77.0088889
20.0,1,43.666667,-79.416667
60.0,4,39.3994444,-84.5613889
15.0,1,43.25,-79.833333
30.0,4,41.85,-87.65
25.0,4,39.1619444,-84.4569444
3.0,4,41.4994444,-81.6955556
20.0,4,42.9572222,-83.8305556
30.0,4,40.1083333,-83.7525
3.0,4,40.3980556,-77.0233333
20.0,4,40.8336111,-75.7141667
30.0,4,43.0125,-83.6875
20.0,4,29.9033333,-90.0772222
30.0,4,38.9780556,-122.8383333
5.0,4,37.7652778,-122.2405556
30.0,4,42.6583333,-83.15
60.0,4,42.2411111,-88.3161111
60.0,4,38.2225,-85.3552778
1.0,4,37.5841667,-122.365
5.0,4,39.9936111,-105.0891667
5.0,4,35.4675,-97.5161111
3.0,4,35.1186111,-120.5897222
5.0,4,47.3075,-122.2272222
5.0,4,47.9791667,-122.2008333
4.0,4,44.3936111,-122.9836111
60.0,4,39.7391667,-104.9841667
15.0,4,34.1722222,-118.3780556
30.0,4,33.5091667,-111.8983333
5.0,4,39.945,-105.8166667
5.0,4,35.1427778,-76.7705556
20.0,4,42.2438889,-71.9927778
30.0,0,-37.136631,142.520462
30.0,4,33.9652778,-118.1505556
60.0,1,54.216667,-125.766667
60.0,0,-37.813938,144.963425
10.0,4,34.1683333,-118.605
2.0,1,49.266667,-122.783333
3.0,4,38.8113889,-90.8527778
60.0,4,29.3836111,-94.9025
60.0,4,27.7705556,-82.6794444
40.0,1,53.366667,-104.016667
10.0,4,43.0113889,-75.0044444
1.0,4,42.525,-71.7602778
25.0,4,34.1733333,-118.5530556
5.0,4,33.0580556,-112.0469444
7.0,4,33.3061111,-111.8405556
40.0,4,30.1586111,-85.6602778
5.0,4,33.4483333,-112.0733333
40.0,4,29.8186111,-95.0558333
20.0,4,38.3802778,-78.2577778
15.0,4,36.2552778,-94.1305556
50.0,4,39.3641667,-74.4233333
5.0,4,33.1580556,-117.3497222
10.0,4,38.4405556,-122.7133333
15.0,4,34.0522222,-118.2427778
10.0,4,40.7791667,-72.9158333
10.0,4,48.1969444,-106.6361111
15.0,4,39.7597222,-121.6208333
10.0,4,38.6580556,-77.25
60.0,4,31.8541667,-110.9930556
1.0,4,30.2669444,-97.7427778
7.0,4,34.2783333,-119.2922222
15.0,4,33.9908333,-118.4591667
5.0,4,33.9608333,-83.3780556
5.0,4,26.6833333,-80.28
60.0,4,34.1083333,-117.2888889
5.0,4,39.9241667,-83.8088889
60.0,4,43.7972222,-90.0772222
5.0,4,44.0355556,-89.5213889
5.0,4,43.6275,-89.7708333
5.0,4,35.2225,-97.4391667
30.0,4,36.9613889,-120.0597222
15.0,4,42.2966667,-89.6211111
20.0,4,25.7738889,-80.1938889
60.0,4,41.3572222,-88.4211111
12.0,4,38.1777778,-94.7111111
5.0,4,41.2586111,-95.9375
15.0,4,38.9605556,-89.0936111
10.0,4,39.6294444,-79.9561111
1.0,4,42.1033333,-76.2625
7.0,4,40.5433333,-79.1625
8.0,4,40.5433333,-79.1625
20.0,4,36.175,-115.1363889
30.0,4,43.7358333,-70.5525
10.0,4,33.7669444,-118.1883333
2.0,4,47.5288889,-121.8241667
60.0,4,39.1405556,-121.6158333
60.0,4,41.6005556,-93.6088889
30.0,4,40.3222222,-98.5944444
3.0,4,37.6438889,-98.7372222
15.0,4,35.9525,-97.5944444
60.0,4,34.165,-84.8
5.0,4,37.5455556,-97.2686111
11.0,4,30.2383333,-90.92
60.0,4,42.6711111,-74.1161111
30.0,4,46.4855556,-88.8938889
2.0,4,41.8758333,-72.8016667
30.0,4,40.6627778,-73.5519444
4.0,4,40.7061111,-74.5497222
5.0,4,43.8005556,-70.1872222
10.0,4,41.7013889,-71.1555556
3.0,4,34.1397222,-118.0344444
2.0,4,36.175,-115.1363889
2.0,4,44.0991667,-87.7008333
60.0,4,27.9472222,-82.4586111
10.0,4,38.5816667,-121.4933333
1.0,4,32.9477778,-112.7161111
3.0,4,37.0583333,-120.8488889
30.0,4,34.815,-92.2241667
15.0,4,34.7463889,-92.2894444
20.0,4,35.9605556,-83.9208333
20.0,4,33.4352778,-112.3575
15.0,4,29.1380556,-80.9958333
3.0,4,28.8038889,-81.7258333
2.0,4,47.6063889,-122.3308333
30.0,4,37.9736111,-122.53
30.0,4,42.1291667,-80.0852778
45.0,4,39.7391667,-104.9841667
60.0,4,32.2216667,-110.9258333
2.0,4,46.1880556,-123.83
7.0,4,34.0952778,-118.1261111
25.0,4,37.5630556,-122.3244444
20.0,4,33.3047222,-83.6833333
4.0,4,35.2030556,-85.9211111
25.0,4,32.4486111,-81.7833333
2.0,4,40.8,-96.6666667
10.0,3,52.466667,-1.916667
60.0,4,25.7738889,-80.1938889
5.0,4,25.7738889,-80.1938889
60.0,4,36.6777778,-121.6544444
60.0,3,51.9,-1.15
30.0,4,35.2269444,-80.8433333
60.0,4,41.465,-112.0316667
30.0,4,37.8391667,-94.3544444
40.0,4,38.8302778,-77.1966667
5.0,4,43.0494444,-88.0075
1.0,4,40.7141667,-74.0063889
6.0,4,28.0391667,-81.95
10.0,4,37.3769444,-77.5061111
10.0,4,29.4236111,-95.2438889
10.0,4,32.9125,-96.6386111
20.0,4,39.3722222,-104.8555556
5.0,4,30.4866667,-90.9561111
4.0,4,34.0469444,-116.58
30.0,4,30.2669444,-97.7427778
15.0,4,37.2386111,-76.51
15.0,4,37.2386111,-76.51
5.0,4,44.0247222,-88.5425
5.0,4,34.1683333,-118.605
10.0,4,35.0844444,-106.6505556
5.0,4,41.85,-87.65
60.0,1,48.466667,-81.333333
60.0,4,44.1969444,-72.5025
7.0,0,-35.27603,149.13435
15.0,4,35.6225,-117.67
8.0,4,36.175,-115.1363889
1.0,4,40.7608333,-111.8902778
3.0,4,35.7719444,-78.6388889
20.0,4,36.8527778,-75.9783333
2.0,4,40.0483333,-86.4691667
60.0,4,47.5002778,-111.3
60.0,4,33.1958333,-80.0133333
60.0,4,33.1958333,-80.0133333
60.0,4,33.1958333,-80.0133333
10.0,4,37.6041667,-75.69
30.0,4,42.2966667,-89.6211111
60.0,4,35.9605556,-83.9208333
60.0,4,34.4838889,-114.3216667
60.0,4,38.9330556,-104.6080556
20.0,4,41.42,-87.7416667
10.0,4,29.7630556,-95.3630556
15.0,1,44.533333,-78.55
20.0,4,45.6797222,-111.0377778
2.0,4,39.6416667,-77.7202778
5.0,4,38.7933333,-77.2719444
3.0,4,40.7683333,-73.5255556
30.0,4,43.1530556,-70.8005556
15.0,4,40.9494444,-72.5819444
30.0,4,26.525,-80.0666667
10.0,4,35.9605556,-83.9208333
60.0,4,38.6272222,-90.1977778
30.0,4,38.9516667,-92.3338889
60.0,4,41.1575,-81.2422222
30.0,4,43.0966667,-71.4655556
60.0,4,33.4483333,-112.0733333
30.0,4,41.6827778,-88.3513889
60.0,4,43.6136111,-116.2025
30.0,4,39.8366667,-105.0366667
7.0,4,40.7355556,-74.1727778
4.0,4,43.6136111,-116.2025
60.0,4,39.7391667,-104.9841667
30.0,4,28.5380556,-81.3794444
2.0,4,48.3597222,-107.8736111
5.0,4,37.5175,-76.9791667
60.0,4,31.4172222,-89.5422222
20.0,4,42.2222222,-71.0
15.0,4,39.9611111,-82.9988889
15.0,4,29.7630556,-95.3630556
20.0,4,39.9611111,-82.9988889
2.0,4,33.1580556,-117.3497222
30.0,4,40.5866667,-122.3905556
20.0,4,29.7630556,-95.3630556
20.0,4,29.7630556,-95.3630556
10.0,4,34.5969444,-83.7633333
3.0,4,27.7705556,-82.6794444
30.0,4,32.7152778,-117.1563889
60.0,4,34.1477778,-118.1436111
60.0,4,38.7013889,-90.1486111
5.0,4,40.4775,-104.9008333
30.0,4,27.9472222,-82.4586111
6.0,4,37.775,-122.4183333
10.0,4,47.6063889,-122.3308333
20.0,4,47.6063889,-122.3308333
30.0,4,45.3841667,-122.7627778
60.0,4,39.7286111,-121.8363889
10.0,4,37.5586111,-122.27
60.0,4,39.2902778,-76.6125
4.0,4,38.3030556,-77.4608333
30.0,4,39.56,-76.0716667
5.0,4,42.8688889,-76.9780556
45.0,4,26.1219444,-80.1436111
20.0,4,30.4063889,-87.6836111
10.0,4,40.0047222,-75.635
2.0,4,35.925,-86.8688889
10.0,4,38.9783333,-76.4925
20.0,4,40.4861111,-74.4522222
1.0,4,44.6355556,-72.6808333
20.0,4,35.3186111,-82.4611111
60.0,4,33.4708333,-81.975
10.0,4,25.7902778,-80.1302778
5.0,4,26.1416667,-81.795
60.0,4,41.2622222,-73.615
20.0,4,34.2483333,-117.1883333
10.0,4,42.7222222,-84.4275
4.0,2,52.166667,11.666667
45.0,4,40.4591667,-74.3613889
2.0,4,39.7155556,-82.9530556
60.0,4,29.7630556,-95.3630556
10.0,4,40.7141667,-74.0063889
20.0,4,34.0336111,-117.0422222
10.0,4,26.0713889,-97.4761111
30.0,4,34.0922222,-117.4341667
7.0,4,34.2283333,-92.0030556
45.0,4,48.0797222,-123.1005556
45.0,4,32.7152778,-117.1563889
1.0,4,32.7252778,-97.3205556
20.0,4,44.98,-93.2636111
60.0,4,47.9891667,-108.6936111
30.0,3,54.911944,-1.383333
4.0,4,42.45,-73.2458333
15.0,4,38.8916667,-121.2919444
10.0,4,35.8916667,-119.0463889
32.0,0,-37.813938,144.963425
5.0,4,39.6030556,-74.3405556
30.0,4,37.2152778,-93.2980556
5.0,4,39.4141667,-77.4108333
20.0,4,28.2486111,-81.2813889
4.0,4,46.9222222,-95.0583333
10.0,4,35.0844444,-106.6505556
5.0,4,41.2863889,-96.2341667
15.0,4,35.72,-79.1775
7.0,4,31.7619444,-95.6305556
6.0,4,32.9341667,-97.0777778
2.0,4,42.8863889,-78.8786111
10.0,4,32.4638889,-86.4597222
60.0,4,34.6980556,-118.1358333
4.0,4,42.5777778,-121.865
7.0,4,41.2558333,-122.1383333
60.0,4,45.795,-88.0719444
45.0,4,47.2358333,-122.5491667
25.0,4,33.5091667,-111.8983333
4.0,4,40.5,-111.95
5.0,4,28.0833333,-80.6083333
30.0,4,33.6669444,-93.5913889
30.0,4,42.1291667,-80.0852778
60.0,4,39.0483333,-95.6777778
12.0,4,33.6888889,-78.8869444
10.0,4,38.0194444,-122.1330556
5.0,4,27.9375,-82.2861111
5.0,4,42.0027778,-71.5152778
2.0,4,33.4486111,-84.455
5.0,4,44.4202778,-83.3308333
60.0,4,39.3291667,-82.1013889
1.0,4,29.4238889,-98.4933333
3.0,4,33.1580556,-117.3497222
20.0,4,35.7883333,-83.5544444
30.0,4,33.5205556,-86.8025
45.0,4,42.6986111,-71.1355556
5.0,4,27.8533333,-82.3827778
60.0,4,38.6986111,-77.58
10.0,4,44.7894444,-93.6019444
5.0,4,36.8527778,-75.9783333
50.0,4,42.2791667,-71.4166667
2.0,4,39.1638889,-119.7663889
3.0,4,40.5866667,-122.3905556
3.0,4,38.7297222,-120.7975
25.0,4,36.8527778,-75.9783333
30.0,4,36.8527778,-75.9783333
3.0,4,42.7130556,-85.4619444
45.0,4,33.6305556,-112.3325
60.0,4,33.7205556,-116.2147222
4.0,4,34.1511111,-118.4483333
15.0,4,40.6805556,-73.4747222
30.0,4,38.0494444,-122.1575
20.0,4,32.2216667,-110.9258333
45.0,4,38.9536111,-94.7333333
15.0,4,40.7141667,-74.0063889
10.0,4,32.7152778,-117.1563889
60.0,4,37.4419444,-122.1419444
10.0,4,44.9530556,-92.995
5.0,4,38.9716667,-95.235
20.0,4,32.9536111,-96.89
10.0,4,29.7630556,-95.3630556
10.0,4,37.4136111,-79.1425
10.0,4,33.0197222,-96.6986111
20.0,4,28.5491667,-81.7730556
10.0,4,39.2902778,-76.6125
30.0,4,39.2902778,-76.6125
15.0,4,36.8466667,-76.2855556
30.0,4,35.4736111,-81.2547222
45.0,4,34.6180556,-79.0088889
60.0,4,45.5236111,-122.675
30.0,4,33.2669444,-93.2391667
12.0,1,43.55,-80.25
30.0,4,42.7325,-84.5555556
30.0,4,40.0788889,-93.6163889
30.0,4,40.0788889,-93.6163889
5.0,4,31.3269444,-89.2902778
60.0,4,34.4436111,-118.6086111
60.0,4,35.7972222,-84.2561111
30.0,1,43.666667,-79.416667
5.0,4,33.8755556,-84.7622222
2.0,4,34.1866667,-118.4480556
60.0,4,40.5291667,-75.3936111
30.0,4,26.6583333,-80.2416667
1.0,4,32.7152778,-117.1563889
3.0,4,33.9533333,-117.3952778
10.0,4,41.85,-87.65
60.0,4,43.18,-95.4766667
30.0,4,42.4927778,-92.3427778
15.0,4,33.6041667,-117.5861111
10.0,4,33.0197222,-96.6986111
60.0,4,32.64,-117.0833333
15.0,4,38.8338889,-104.8208333
15.0,3,54.816667,-1.416667
10.0,4,32.3475,-97.3863889
20.0,4,40.7683333,-73.7775
20.0,4,33.5091667,-111.8983333
2.0,4,33.2097222,-87.5691667
10.0,4,47.6063889,-122.3308333
60.0,4,33.7877778,-117.8522222
20.0,4,33.4222222,-111.8219444
3.0,4,31.9491667,-98.7369444
60.0,4,43.9075,-72.1438889
5.0,4,40.1211111,-90.5630556
60.0,4,58.3019444,-134.4197222
5.0,4,39.9977778,-76.3544444
10.0,4,38.3683333,-81.6997222
10.0,4,40.7141667,-74.0063889
15.0,4,26.9616667,-82.3527778
5.0,4,41.4994444,-81.6955556
2.0,4,35.6008333,-82.5541667
30.0,4,33.5380556,-86.7072222
20.0,4,39.7338889,-90.2288889
30.0,4,34.9247222,-81.0252778
10.0,1,46.3,-63.216667
5.0,4,42.7261111,-87.7827778
15.0,4,43.2969444,-84.1405556
60.0,4,35.9555556,-80.0055556
5.0,4,44.4191667,-72.0155556
30.0,4,36.4991667,-80.6075
30.0,4,39.0255556,-77.0766667
10.0,4,40.4188889,-80.5897222
20.0,4,32.7833333,-96.8
2.0,4,33.8161111,-102.5577778
30.0,4,41.4413889,-85.265
20.0,4,41.5261111,-87.8891667
20.0,4,43.3783333,-92.9186111
60.0,4,33.8872222,-118.3516667
60.0,4,39.0397222,-77.0555556
30.0,4,47.6063889,-122.3308333
30.0,4,35.0455556,-85.3097222
60.0,4,40.7141667,-74.0063889
1.0,3,51.514125,-0.093689
20.0,4,48.2025,-116.5466667
15.0,4,33.8491667,-118.3875
30.0,3,54.2,-5.883333
10.0,4,37.6941667,-122.0852778
60.0,4,34.5294444,-90.5916667
45.0,4,37.5027778,-122.4683333
8.0,4,34.9675,-82.4436111
20.0,4,34.1952778,-82.1619444
20.0,4,40.8841667,-72.39
20.0,4,47.6063889,-122.3308333
35.0,4,37.6791667,-95.4569444
30.0,0,-34.551048,146.404831
15.0,4,32.7152778,-117.1563889
10.0,4,40.3611111,-83.7597222
60.0,4,36.8252778,-119.7019444
5.0,4,29.7630556,-95.3630556
10.0,4,29.7630556,-95.3630556
2.0,4,37.9747222,-87.5558333
45.0,0,-27.47101,153.024292
10.0,4,38.5816667,-121.4933333
40.0,1,49.25,-122.95
2.0,4,41.2083333,-73.8916667
30.0,3,50.45,-3.5
15.0,4,31.7586111,-106.4863889
20.0,3,53.366667,-1.5
60.0,3,53.533333,-0.05
60.0,4,35.8938889,-80.5616667
15.0,4,37.3394444,-121.8938889
6.0,1,49.266667,-122.783333
20.0,4,40.5583333,-85.6591667
30.0,4,46.1383333,-122.9369444
2.0,3,55.833333,-4.25
5.0,4,36.175,-115.1363889
60.0,3,51.514125,-0.093689
60.0,4,27.9472222,-82.4586111
60.0,4,40.6130556,-80.5630556
30.0,0,-27.56056,151.953857
4.0,1,46.5,-80.966667
60.0,4,35.0844444,-106.6505556
15.0,4,39.1580556,-75.5247222
5.0,4,34.1477778,-118.1436111
18.0,4,32.7152778,-117.1563889
20.0,4,44.9430556,-123.0338889
20.0,4,41.6252778,-87.7175
40.0,4,38.4213889,-78.1938889
45.0,4,35.2044444,-89.8738889
60.0,4,29.6513889,-82.325
2.0,4,28.2713889,-82.7197222
2.0,4,34.8527778,-80.9113889
5.0,4,31.5491667,-97.1463889
5.0,4,33.7591667,-96.6691667
60.0,4,30.3027778,-90.9719444
15.0,4,40.4841667,-88.9936111
45.0,3,51.5,-3.2
30.0,4,28.5380556,-81.3794444
60.0,4,30.2383333,-90.92
50.0,1,48.4,-89.233333
60.0,4,27.4986111,-82.575
30.0,4,34.3738889,-80.0736111
60.0,4,36.7477778,-119.7713889
3.0,4,37.0938889,-86.0463889
60.0,4,38.6272222,-90.1977778
10.0,3,51.514125,-0.093689
5.0,3,52.664913,-1.034894
60.0,4,61.2180556,-149.9002778
30.0,4,42.7761111,-71.0777778
60.0,4,34.1477778,-118.1436111
60.0,4,35.0844444,-106.6505556
60.0,4,30.5180556,-82.9483333
60.0,4,35.3733333,-119.0177778
10.0,4,44.9583333,-124.0166667
10.0,4,39.9547222,-82.8122222
20.0,4,41.7108333,-87.7580556
30.0,4,29.7855556,-95.8241667
45.0,4,25.7738889,-80.1938889
60.0,4,28.5491667,-81.7730556
60.0,4,33.5538889,-117.2130556
6.0,0,-33.833333,151.083333
10.0,4,35.6144444,-88.8138889
45.0,1,44.166667,-81.633333
10.0,4,27.3361111,-82.5308333
60.0,4,30.2669444,-97.7427778
30.0,4,48.0686111,-122.2905556
60.0,4,32.7677778,-117.0222222
60.0,4,25.7738889,-80.1938889
45.0,4,40.7141667,-74.0063889
4.0,4,36.0397222,-114.9811111
60.0,4,46.4477778,-120.4191667
60.0,4,40.7933333,-77.8602778
30.0,4,37.6547222,-122.4066667
60.0,4,33.8491667,-118.3875
30.0,4,28.3858333,-80.7422222
25.0,4,40.7683333,-73.5255556
30.0,4,40.7683333,-73.5255556
10.0,4,32.655,-79.9405556
60.0,4,29.7630556,-95.3630556
40.0,3,52.633333,1.3
30.0,4,37.3394444,-121.8938889
20.0,4,31.8455556,-102.3672222
20.0,4,34.8833333,-82.7075
25.0,3,51.133333,-0.983333
60.0,4,33.7222222,-116.3736111
5.0,4,36.2077778,-119.3463889
5.0,4,43.0677778,-72.4591667
2.0,4,40.4405556,-79.9961111
10.0,4,40.18,-75.7311111
15.0,4,40.7311111,-122.9408333
60.0,4,37.1888889,-112.9977778
11.0,4,28.2438889,-82.7194444
30.0,4,33.5172222,-82.0758333
45.0,4,39.6894444,-84.1688889
60.0,4,39.8208333,-84.0194444
50.0,4,38.3855556,-81.8363889
30.0,4,34.2255556,-77.945
60.0,4,39.785,-85.7694444
5.0,4,26.1719444,-80.1322222
30.0,4,38.8461111,-77.3066667
60.0,4,34.2011111,-118.5355556
10.0,4,35.0844444,-106.6505556
10.0,4,33.6680556,-117.3263889
60.0,4,33.8722222,-117.8694444
45.0,4,32.7152778,-117.1563889
60.0,4,35.7330556,-81.3413889
30.0,4,47.5002778,-111.3
30.0,4,47.6588889,-117.425
60.0,4,43.1280556,-121.045
30.0,4,47.3811111,-122.2336111
30.0,4,42.2527778,-73.7913889
60.0,4,25.8780556,-80.1258333
6.0,4,30.8202778,-92.0094444
20.0,4,42.9105556,-87.8605556
3.0,4,29.2094444,-99.7858333
60.0,4,37.2708333,-79.9416667
15.0,4,30.6277778,-96.3341667
2.0,4,44.6713889,-103.8516667
20.0,4,33.9202778,-80.3416667
60.0,4,47.3225,-122.3113889
2.0,4,47.5675,-122.6313889
60.0,4,41.6258333,-74.5980556
5.0,4,45.4111111,-87.3544444
5.0,4,37.9319444,-121.6947222
12.0,4,47.6588889,-117.425
2.0,4,41.5066667,-90.515
30.0,4,36.2841667,-82.1727778
60.0,4,37.1533333,-98.0308333
3.0,4,37.5058333,-77.6494444
5.0,4,41.6638889,-83.5552778
45.0,4,40.5727778,-81.0858333
10.0,4,30.2669444,-97.7427778
30.0,4,39.9536111,-74.1983333
10.0,4,39.7686111,-94.8463889
6.0,4,30.3933333,-86.4958333
6.0,4,43.6227778,-87.7944444
7.0,4,30.1763889,-85.8055556
30.0,4,30.1172222,-83.5819444
60.0,4,40.2944444,-78.7213889
2.0,4,39.5358333,-76.3486111
3.0,4,47.4830556,-122.2158333
2.0,4,34.1791667,-118.7619444
3.0,4,37.2266667,-121.9736111
3.0,4,37.2266667,-121.9736111
30.0,4,36.6777778,-121.6544444
6.0,4,37.3688889,-122.0352778
5.0,4,37.2872222,-121.9488889
15.0,4,33.9533333,-117.3952778
1.0,4,38.3397222,-122.7
60.0,4,43.1947222,-88.7288889
3.0,4,30.4866667,-90.9561111
30.0,4,37.775,-122.4183333
5.0,4,41.1366667,-95.8905556
1.0,4,40.7141667,-74.0063889
1.0,4,33.6602778,-117.9983333
60.0,4,42.5277778,-70.9291667
4.0,4,30.2669444,-97.7427778
5.0,4,29.9402778,-91.0247222
60.0,4,33.4483333,-112.0733333
60.0,4,33.2075,-92.6661111
30.0,4,32.4697222,-98.6786111
60.0,4,41.6888889,-98.3630556
30.0,4,38.7072222,-121.28
40.0,4,38.9716667,-95.235
10.0,4,32.0833333,-81.1
60.0,4,26.6402778,-81.8725
60.0,4,39.3111111,-94.9222222
5.0,4,36.1658333,-86.7844444
2.0,4,33.015,-96.5386111
10.0,4,42.6338889,-73.5541667
10.0,4,37.0208333,-93.2058333
20.0,4,42.3313889,-83.0458333
12.0,4,35.4675,-97.5161111
4.0,4,35.3847222,-77.9930556
10.0,4,32.4797222,-86.3619444
4.0,4,33.5988889,-117.2791667
1.0,4,35.7847222,-89.1172222
30.0,4,32.4205556,-104.2283333
2.0,4,46.2633333,-119.4866667
60.0,4,43.9847222,-72.8466667
60.0,4,44.5141667,-72.0113889
60.0,4,44.26,-72.5758333
15.0,4,43.9408333,-72.6080556
15.0,4,44.26,-72.5758333
30.0,4,28.4952778,-81.535
7.0,4,36.8525,-121.4005556
60.0,4,31.3402778,-110.9336111
2.0,4,40.4086111,-75.9219444
15.0,4,40.6263889,-80.0561111
60.0,4,44.7527778,-68.6794444
20.0,4,47.2891667,-101.0286111
10.0,4,41.55,-71.4666667
30.0,4,34.5294444,-90.5916667
30.0,4,35.3519444,-75.5108333
30.0,4,33.9411111,-84.2136111
60.0,4,47.3075,-122.2272222
2.0,4,47.0380556,-122.8994444
60.0,1,43.666667,-79.416667
8.0,1,42.4,-82.183333
60.0,4,36.1538889,-95.9925
10.0,4,33.6694444,-117.8222222
2.0,4,33.4222222,-111.8219444
8.0,4,39.9880556,-81.1766667
60.0,1,45.266667,-66.066667
30.0,4,47.4958333,-121.7855556
10.0,1,49.833333,-99.95
5.0,4,36.7477778,-119.7713889
1.0,4,40.7141667,-74.0063889
10.0,4,40.7794444,-74.0241667
60.0,4,39.8841667,-82.7536111
30.0,3,53.3,-3.383333
10.0,4,33.9561111,-83.9880556
10.0,4,39.3897222,-110.8144444
15.0,4,42.9047222,-76.8630556
3.0,4,40.8533333,-73.4119444
60.0,4,33.2147222,-97.1327778
35.0,4,35.1894444,-114.0522222
60.0,4,36.0344444,-89.3855556
3.0,4,33.4483333,-112.0733333
