Seconds,Country,Latitude,Longitude
10.0,4,47.6105556,-122.1994444
2.0,4,37.9236111,-104.9297222
5.0,4,42.0666667,-72.8619444
2.0,4,36.175,-115.1363889
1.0,4,32.2216667,-110.9258333
7.0,1,52.133333,-106.666667
6.0,4,41.6302778,-87.8538889
7.0,4,41.1338889,-81.4847222
7.0,4,41.8777778,-87.9027778
10.0,4,41.4225,-87.9858333
60.0,4,41.6027778,-87.7438889
30.0,4,38.5730556,-82.8302778
60.0,4,26.7052778,-80.0366667
15.0,1,43.25,-79.833333
5.0,4,41.9025,-85.7994444
3.0,4,35.2333333,-106.6638889
2.0,4,32.8138889,-96.9486111
60.0,4,48.7838889,-117.8105556
4.0,4,30.2669444,-97.7427778
2.0,4,47.5675,-121.8875
1.0,4,45.6666667,-122.5597222
1.0,4,46.7313889,-117.1786111
12.0,4,47.6063889,-122.3308333
20.0,4,47.6063889,-122.3308333
20.0,4,35.6869444,-105.9372222
15.0,4,35.0241667,-110.6966667
60.0,4,37.3791667,-105.0997222
2.0,4,35.5830556,-105.7694444
30.0,4,40.015,-105.27
30.0,4,39.7391667,-104.9841667
30.0,4,39.2247222,-106.0013889
60.0,4,39.0216667,-105.7952778
10.0,4,38.35,-104.7222222
45.0,4,35.6869444,-105.9372222
15.0,4,38.8966667,-104.9716667
6.0,4,40.015,-105.27
15.0,4,38.7466667,-105.1777778
30.0,4,36.9033333,-104.4386111
60.0,4,36.9033333,-104.4386111
30.0,4,39.4369444,-104.9591667
10.0,4,39.6375,-106.0613889
10.0,4,39.0916667,-104.8722222
14.0,4,36.7280556,-108.2180556
20.0,4,33.9177778,-106.8652778
5.0,4,39.7588889,-84.1916667
60.0,1,44.383333,-79.7
2.0,4,39.1752778,-89.6541667
5.0,4,34.9236111,-77.7741667
60.0,1,52.766667,-108.283333
10.0,4,35.2080556,-82.2386111
2.0,4,37.7022222,-121.9347222
5.0,4,40.6627778,-73.5519444
30.0,4,37.4136111,-79.1425
5.0,1,50.183333,-98.316667
2.0,4,29.3836111,-94.9025
15.0,4,43.4666667,-112.0333333
4.0,4,47.0344444,-122.8219444
4.0,4,41.3494444,-85.1355556
20.0,4,37.3688889,-122.0352778
3.0,4,36.5483333,-82.5619444
10.0,4,33.1730556,-84.915
2.0,4,35.2525,-95.2372222
20.0,4,41.1411111,-73.2641667
8.0,4,28.4319444,-82.6644444
1.0,4,32.3863889,-96.8480556
15.0,4,32.7833333,-96.8
60.0,1,52.133333,-106.666667
30.0,4,33.8752778,-117.5655556
5.0,1,48.4,-89.233333
10.0,4,26.1322222,-97.6308333
60.0,4,36.3511111,-119.4191667
5.0,4,38.4858333,-91.8502778
10.0,4,33.1580556,-117.3497222
45.0,4,39.0997222,-94.5783333
60.0,4,39.0997222,-94.5783333
10.0,4,31.2436111,-90.4530556
35.0,4,25.4683333,-80.4777778
9.0,4,38.8338889,-104.8208333
9.0,4,33.6305556,-112.3325
10.0,4,27.3361111,-82.5308333
60.0,4,36.9752778,-121.9522222
4.0,4,39.5358333,-76.3486111
30.0,4,35.3733333,-119.0177778
60.0,4,40.4405556,-79.9961111
60.0,4,40.4405556,-79.9961111
60.0,4,42.4927778,-92.3427778
30.0,3,51.514125,-0.093689
60.0,4,40.4405556,-79.9961111
20.0,4,30.2463889,-89.6111111
29.0,4,30.2463889,-89.6111111
10.0,4,38.2544444,-104.6086111
60.0,3,50.716667,-2.0
20.0,4,33.6602778,-117.9983333
15.0,4,43.4441667,-71.6477778
11.0,4,40.8,-96.6666667
60.0,4,46.8722222,-113.9930556
30.0,4,36.1538889,-95.9925
30.0,4,36.4744444,-81.805
6.0,4,38.9863889,-81.9736111
60.0,4,36.1538889,-95.9925
10.0,3,52.683333,-2.016667
10.0,4,61.3213889,-149.5677778
3.0,4,47.4830556,-122.2158333
30.0,1,49.1,-122.65
30.0,4,42.6525,-73.7566667
4.0,4,47.2530556,-122.4430556
5.0,4,37.7416667,-121.1233333
10.0,4,39.0838889,-77.1530556
45.0,4,43.1008333,-75.2330556
60.0,4,25.7738889,-80.1938889
60.0,4,47.4508333,-122.8261111
30.0,4,32.5158333,-93.7319444
20.0,4,28.7027778,-81.3386111
3.0,1,43.866667,-79.433333
10.0,4,40.0455556,-86.0086111
30.0,4,28.6608333,-81.3658333
10.0,4,40.015,-105.27
10.0,4,41.2230556,-111.9730556
15.0,4,38.7044444,-93.2280556
3.0,4,41.22,-74.8716667
35.0,4,40.7297222,-73.2108333
50.0,4,40.6113889,-79.8372222
60.0,3,52.833333,-2.0
45.0,4,42.2813889,-83.3863889
5.0,4,43.1977778,-70.8741667
20.0,4,30.0969444,-95.6158333
45.0,4,38.8902778,-77.0844444
45.0,4,30.6033333,-87.9036111
30.0,4,31.3380556,-94.7288889
30.0,4,36.2716667,-83.14
7.0,4,37.1041667,-113.5833333
30.0,4,32.7763889,-79.9311111
30.0,4,28.6119444,-80.8077778
3.0,4,40.4405556,-79.9961111
40.0,4,42.1947222,-122.7083333
60.0,4,39.8963889,-80.1794444
45.0,4,33.5386111,-112.1852778
60.0,4,26.6155556,-80.0572222
60.0,4,26.6155556,-80.0572222
6.0,4,32.2216667,-110.9258333
10.0,4,39.6527778,-78.7627778
10.0,4,61.2180556,-149.9002778
3.0,1,43.9,-78.866667
40.0,4,38.1958333,-81.4777778
15.0,4,39.8811111,-75.3241667
17.0,4,30.2669444,-97.7427778
60.0,4,38.2205556,-90.3958333
30.0,4,41.215,-86.7758333
60.0,4,30.2669444,-97.7427778
60.0,4,39.5522222,-84.2333333
60.0,4,39.0875,-81.9227778
30.0,4,39.5522222,-84.2333333
30.0,4,39.1911111,-106.8169444
15.0,4,39.0638889,-108.55
15.0,1,45.766667,-79.4
20.0,4,34.5033333,-82.6502778
60.0,4,38.6786111,-121.2247222
5.0,4,26.2155556,-98.325
60.0,4,40.7141667,-74.0063889
30.0,4,46.1880556,-123.83
3.0,4,34.1591667,-118.5002778
25.0,4,35.6869444,-105.9372222
60.0,4,40.7161111,-73.8505556
60.0,4,36.1538889,-95.9925
60.0,4,32.4058333,-99.4933333
30.0,4,36.0227778,-95.9680556
60.0,4,32.3938889,-99.3938889
8.0,4,25.7738889,-80.1938889
5.0,4,40.6547222,-76.1011111
3.0,4,45.5236111,-122.675
10.0,4,44.98,-93.2636111
10.0,4,41.85,-87.65
60.0,4,39.6427778,-74.1808333
10.0,4,42.8713889,-112.4447222
10.0,4,33.4483333,-112.0733333
30.0,4,42.0986111,-75.9183333
45.0,4,39.7391667,-104.9841667
10.0,4,41.5580556,-73.0519444
20.0,4,24.6652778,-81.4425
30.0,3,53.5,-2.216667
60.0,4,34.5861111,-94.2394444
60.0,4,42.5630556,-114.46
10.0,4,39.2666667,-81.5616667
10.0,4,32.7630556,-80.2502778
10.0,4,26.9338889,-80.0944444
4.0,4,43.6136111,-116.2025
15.0,4,37.6688889,-122.0797222
15.0,4,33.1136111,-94.1641667
35.0,4,26.2125,-80.25
60.0,4,34.7083333,-120.4666667
30.0,4,41.7911111,-107.2380556
20.0,4,30.0858333,-94.1016667
25.0,4,41.2586111,-95.9375
10.0,4,38.9791667,-94.9683333
5.0,4,29.7855556,-95.8241667
15.0,4,34.0522222,-118.2427778
10.0,4,38.4405556,-122.7133333
5.0,1,44.166667,-77.383333
10.0,4,39.7763889,-74.8627778
10.0,4,37.9577778,-121.2897222
5.0,4,38.2544444,-104.6086111
10.0,4,38.8858333,-94.5327778
10.0,4,38.8858333,-94.5327778
60.0,4,33.3527778,-111.7883333
8.0,4,38.0194444,-122.1330556
12.0,4,37.5944444,-121.8875
60.0,4,38.8858333,-94.5327778
10.0,4,33.1030556,-96.6702778
2.0,4,38.6911111,-121.4475
15.0,4,36.175,-115.1363889
10.0,4,40.7355556,-74.1727778
4.0,4,39.4452778,-83.8286111
15.0,4,39.0236111,-94.6933333
60.0,3,53.55,-2.116667
60.0,4,33.8158333,-78.6802778
15.0,4,33.6888889,-78.8869444
8.0,4,39.5358333,-76.3486111
4.0,4,35.7913889,-78.7813889
3.0,4,44.4894444,-68.8575
5.0,4,38.2544444,-104.6086111
10.0,4,36.4072222,-105.5725
60.0,4,30.4505556,-91.1544444
60.0,4,39.9338889,-74.8913889
2.0,3,51.183333,0.283333
5.0,4,40.7608333,-111.8902778
60.0,4,39.1072222,-76.5713889
25.0,4,26.7052778,-80.0366667
55.0,4,42.3683333,-83.3527778
20.0,1,50.45,-104.616667
60.0,4,39.9555556,-86.0138889
3.0,4,42.4775,-83.0277778
15.0,4,36.7069444,-97.0852778
60.0,4,38.8466667,-91.9477778
15.0,4,37.085,-89.6552778
5.0,4,46.3238889,-117.9713889
20.0,4,48.2766667,-116.5522222
20.0,4,47.6588889,-117.425
2.0,4,48.4633333,-115.8886111
30.0,4,43.0480556,-76.1477778
3.0,4,45.0244444,-123.9452778
10.0,4,36.5433333,-114.4461111
45.0,1,44.233333,-76.483333
3.0,4,47.7675,-117.3538889
15.0,4,37.6086111,-77.3736111
30.0,4,30.2383333,-90.92
5.0,4,41.6005556,-93.6088889
10.0,4,44.7791667,-93.3361111
2.0,4,38.6263889,-112.2163889
20.0,0,-27.47101,153.024292
60.0,4,45.6175,-121.1783333
2.0,4,33.4936111,-117.1475
30.0,4,43.9180556,-123.0233333
60.0,4,36.0652778,-119.0158333
60.0,4,39.2655556,-123.2033333
10.0,4,39.2191667,-121.06
5.0,4,37.1686111,-113.6786111
30.0,4,44.6336111,-121.1283333
60.0,4,38.1375,-120.4586111
60.0,4,36.175,-115.1363889
16.0,4,37.3394444,-121.8938889
10.0,4,41.4886111,-75.7088889
2.0,1,48.433333,-71.066667
60.0,4,41.2752778,-75.8505556
10.0,4,37.725,-122.155
30.0,4,34.0522222,-118.2427778
15.0,4,28.5380556,-81.3794444
1.0,4,39.7683333,-86.1580556
1.0,4,39.7683333,-86.1580556
60.0,4,45.8997222,-91.8208333
60.0,4,29.3991667,-95.8375
30.0,3,51.676111,-4.156667
10.0,4,42.8138889,-72.0236111
5.0,4,41.5580556,-73.0519444
4.0,4,41.1411111,-73.2641667
30.0,4,32.7152778,-117.1563889
6.0,4,43.7575,-122.4952778
10.0,4,21.3069444,-157.8583333
15.0,4,34.7463889,-92.2894444
1.5,4,33.6305556,-112.3325
10.0,4,34.8986111,-117.0219444
1.0,4,30.2669444,-97.7427778
5.0,4,41.4730556,-87.0611111
12.0,4,38.1041667,-122.2555556
20.0,4,40.0083333,-75.2608333
60.0,4,36.7477778,-119.7713889
20.0,4,39.5297222,-119.8127778
45.0,4,43.9180556,-123.0233333
3.0,4,33.0888889,-96.8861111
30.0,4,30.4063889,-87.6836111
20.0,1,51.083333,-114.083333
60.0,4,37.8722222,-93.7916667
60.0,4,34.1083333,-117.2888889
1.5,4,34.4077778,-111.4927778
3.0,4,35.2233333,-114.2222222
4.0,4,35.2233333,-114.2222222
25.0,4,31.8911111,-85.1455556
2.0,4,39.9625,-76.7280556
60.0,4,32.7252778,-97.3205556
60.0,4,35.7719444,-78.6388889
30.0,4,40.3977778,-105.0744444
10.0,4,39.9536111,-74.1983333
1.5,4,41.0886111,-74.0138889
20.0,4,32.7763889,-79.9311111
60.0,4,39.8397222,-74.1905556
60.0,4,42.9375,-70.8394444
30.0,1,45.616667,-74.6
30.0,1,45.616667,-74.6
45.0,4,41.2375,-80.8186111
5.0,4,46.2858333,-119.2833333
8.0,4,44.2444444,-86.3241667
3.0,4,29.7630556,-95.3630556
10.0,4,41.85,-87.65
2.0,4,40.9113889,-73.7827778
60.0,4,39.4277778,-86.4283333
60.0,4,39.7458333,-75.5469444
60.0,4,32.8233333,-97.1702778
20.0,4,42.3241667,-83.4002778
2.0,1,43.666667,-79.416667
20.0,4,37.985,-103.5433333
2.0,4,38.3483333,-97.0169444
60.0,4,41.3305556,-74.1872222
10.0,4,43.1547222,-77.6158333
60.0,4,30.3958333,-88.8852778
60.0,4,28.5380556,-81.3794444
30.0,4,42.0333333,-87.8833333
10.0,4,47.6777778,-116.7794444
10.0,4,34.3580556,-86.2947222
60.0,4,41.8097222,-72.8311111
10.0,4,45.4872222,-122.8025
60.0,4,41.9219444,-71.55
60.0,4,39.9369444,-120.9461111
15.0,4,41.4994444,-81.6955556
10.0,4,33.6888889,-86.6833333
10.0,4,47.6105556,-122.1994444
4.0,4,35.6902778,-118.2197222
20.0,4,30.7580556,-98.2280556
35.0,4,41.0019444,-74.3269444
6.0,4,44.3,-120.8333333
5.0,4,47.3075,-122.2272222
15.0,4,45.3,-122.7725
15.0,4,38.9413889,-119.7486111
2.0,4,39.1619444,-84.4569444
30.0,4,46.0038889,-112.5338889
60.0,4,43.0716667,-70.7630556
30.0,4,41.8530556,-74.1394444
60.0,4,39.6005556,-82.9461111
2.0,4,35.8422222,-92.4569444
30.0,4,40.4405556,-79.9961111
5.0,4,32.5447222,-94.3672222
8.0,4,32.8383333,-116.9730556
5.0,4,41.9483333,-71.9744444
5.0,4,34.2572222,-118.6002778
30.0,4,35.265,-84.5533333
30.0,4,34.1477778,-118.1436111
8.0,4,34.8633333,-116.8872222
45.0,4,37.7622222,-84.8433333
30.0,4,32.4063889,-97.2113889
15.0,4,42.2966667,-89.6211111
60.0,4,38.6272222,-90.1977778
15.0,4,30.5080556,-97.6786111
4.0,4,29.7630556,-95.3630556
12.0,4,36.0997222,-80.2444444
2.0,4,34.3266667,-93.5505556
60.0,4,33.5225,-117.7066667
60.0,4,41.4552778,-81.9180556
60.0,4,39.8122222,-85.2088889
10.0,4,32.7833333,-96.8
60.0,4,38.9516667,-92.3338889
20.0,4,42.2408333,-83.2697222
3.0,1,43.15,-79.5
60.0,4,47.6063889,-122.3308333
10.0,4,38.9858333,-119.1619444
30.0,4,42.8863889,-78.8786111
30.0,4,33.0794444,-96.4152778
60.0,4,33.5441667,-84.2338889
1.0,1,43.866667,-78.933333
8.0,4,42.2138889,-83.1938889
3.0,4,33.0780556,-96.495
60.0,4,41.2041667,-73.7275
4.0,4,29.5444444,-95.0908333
45.0,1,53.516667,-113.316667
60.0,3,51.514125,-0.093689
60.0,4,38.7525,-122.6138889
2.0,4,36.0725,-79.7922222
30.0,4,41.7566667,-104.8211111
60.0,4,41.0602778,-111.9702778
30.0,4,39.7286111,-121.8363889
3.0,4,38.4494444,-78.8691667
30.0,4,44.0805556,-103.2305556
3.0,4,48.8466667,-122.5897222
1.0,4,47.3811111,-122.2336111
5.0,4,47.4830556,-122.2158333
5.0,4,47.6063889,-122.3308333
20.0,4,47.1302778,-119.2769444
3.0,4,47.4958333,-121.7855556
2.0,4,38.8541667,-120.8583333
5.0,4,44.3013889,-116.0886111
5.0,4,47.6063889,-122.3308333
30.0,4,38.7508333,-77.4755556
30.0,4,29.4238889,-98.4933333
60.0,4,38.2377778,-81.2336111
30.0,4,32.7152778,-117.1563889
30.0,4,48.8994444,-115.1711111
60.0,0,-12.45722,130.836639
5.0,4,35.1391667,-97.3944444
30.0,4,34.0522222,-118.2427778
60.0,4,34.7463889,-92.2894444
15.0,4,46.9755556,-123.8144444
45.0,4,43.1963889,-75.7308333
10.0,4,40.3461111,-94.8722222
60.0,4,37.9608333,-120.2363889
3.0,4,40.2986111,-83.0680556
25.0,4,42.3316667,-71.1216667
4.0,4,41.6469444,-73.5686111
2.0,4,47.5002778,-111.3
15.0,4,38.9716667,-95.235
3.0,4,33.8905556,-78.5686111
15.0,4,39.2902778,-76.6125
10.0,4,40.7391667,-89.0163889
15.0,1,45.35,-72.516667
5.0,4,43.8013889,-91.2394444
60.0,4,39.5069444,-84.7452778
2.0,4,39.0997222,-94.5783333
2.0,4,38.7838889,-90.4811111
1.0,4,41.525,-88.0816667
40.0,4,32.6630556,-95.4880556
30.0,4,36.7472222,-95.9805556
30.0,4,30.2669444,-97.7427778
15.0,4,37.2152778,-93.2980556
5.0,4,45.3088889,-89.4963889
15.0,4,40.5775,-85.8733333
2.0,4,45.3088889,-89.4963889
60.0,4,38.5733333,-109.5491667
2.0,4,32.3122222,-106.7777778
5.0,4,30.0372222,-84.3877778
10.0,4,35.2269444,-80.8433333
10.0,4,34.4313889,-110.5933333
8.0,4,42.7022222,-83.4027778
15.0,4,42.2625,-71.8027778
30.0,4,48.0905556,-105.64
30.0,4,44.8505556,-124.0455556
4.0,4,35.4661111,-82.5166667
2.0,4,41.8011111,-74.7469444
10.0,4,33.6694444,-117.8222222
30.0,4,37.6775,-113.0611111
5.0,4,32.7152778,-117.1563889
30.0,4,42.9116667,-73.8686111
15.0,4,35.0777778,-87.4397222
10.0,4,35.1858333,-86.1122222
5.0,4,35.1858333,-86.1122222
60.0,4,41.39,-95.3622222
3.0,4,46.8722222,-113.9930556
30.0,4,31.4588889,-85.6405556
3.0,4,41.6508333,-73.7633333
3.0,4,34.7202778,-80.7711111
10.0,4,35.2269444,-80.8433333
3.0,4,42.4775,-83.0277778
5.0,4,39.8680556,-104.9713889
5.0,4,40.3272222,-76.3030556
40.0,4,31.5086111,-82.85
10.0,4,39.4283333,-74.4961111
10.0,4,32.7563889,-99.8958333
7.0,4,33.3702778,-112.5830556
10.0,4,40.7608333,-111.8902778
60.0,4,38.6272222,-90.1977778
4.0,4,32.2530556,-93.1655556
30.0,4,45.5608333,-94.1622222
7.0,4,38.9805556,-77.1005556
10.0,4,34.4838889,-114.3216667
30.0,4,43.6136111,-116.2025
3.0,4,33.8941667,-78.4269444
60.0,4,35.0844444,-106.6505556
60.0,4,36.1888889,-95.7455556
60.0,4,39.5105556,-79.7986111
60.0,4,42.5583333,-70.8805556
60.0,4,41.2761111,-72.8688889
3.0,4,32.2216667,-110.9258333
40.0,4,36.8525,-121.4005556
10.0,4,44.9430556,-123.0338889
5.0,4,37.7272222,-89.2166667
60.0,4,35.0886111,-92.4419444
15.0,4,33.0888889,-96.8861111
20.0,4,29.7630556,-95.3630556
5.0,4,34.7658333,-84.77
20.0,4,42.5847222,-87.8211111
60.0,4,36.1658333,-86.7844444
15.0,4,45.5236111,-122.675
1.5,4,30.2669444,-97.7427778
2.0,4,40.4041667,-110.7644444
1.2,4,32.8633333,-108.2208333
60.0,4,34.5027778,-81.6116667
30.0,4,32.0833333,-81.1
45.0,4,42.1391667,-87.9288889
60.0,4,41.1305556,-85.1288889
60.0,4,36.7619444,-83.695
5.0,4,37.6391667,-120.9958333
60.0,4,36.8527778,-75.9783333
60.0,4,34.9530556,-120.4347222
60.0,4,34.9530556,-120.4347222
30.0,4,42.1097222,-86.48
60.0,4,47.1855556,-122.2916667
5.0,4,34.1847222,-101.7063889
30.0,4,41.2833333,-70.1
60.0,4,39.0397222,-77.0555556
15.0,4,41.2813889,-73.4986111
3.0,4,41.9269444,-73.9977778
10.0,4,43.1008333,-75.2330556
30.0,4,38.3136111,-86.095
50.0,4,32.5155556,-95.4091667
1.0,4,34.8788889,-76.9016667
50.0,4,36.1538889,-95.9925
2.0,4,34.0552778,-117.7513889
10.0,4,29.6194444,-95.6347222
45.0,4,34.1397222,-118.0344444
60.0,4,37.4180556,-79.875
60.0,4,37.4180556,-79.875
60.0,4,40.4405556,-79.9961111
10.0,4,44.0216667,-92.4697222
60.0,4,41.1305556,-85.1288889
60.0,4,30.275,-89.7811111
13.0,4,39.1222222,-104.9166667
60.0,4,36.0725,-79.7922222
60.0,4,36.1866667,-94.1286111
5.0,4,43.1547222,-77.6158333
60.0,4,41.8713889,-72.3691667
45.0,0,-28.00029,153.430878
